Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Info,Coord_rad
Hougang 1,"1 Hougang Street 91, S(538692)","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Hougang 1
<b>Address: </b>1 Hougang Street 91, S(538692)
<b>Mon-Fri before 5/6pm: </b>\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.024014175419078448, 1.8130363332657211)"
ICA Building,"10 Kallang Road, S(208718)",\$0.80/30min from 8am the 5pm,"\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day","<b>Carpark: </b>ICA Building
<b>Address: </b>10 Kallang Road, S(208718)
<b>Mon-Fri before 5/6pm: </b>\$0.80/30min from 8am the 5pm
<b>Mon-Fri after 5/6pm: </b>\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day","(0.022805972989714627, 1.8127417565945696)"
IKEA Alexandra,"317 Alexandra Road, S(159965)",\$1.50/30min from 8am to 5pm,\$1.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>IKEA Alexandra
<b>Address: </b>317 Alexandra Road, S(159965)
<b>Mon-Fri before 5/6pm: </b>\$1.50/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.50/30min from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022482546026027554, 1.8117506539255321)"
IMM Building,"2 Jurong East Street 21, S(609601)","1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","<b>Carpark: </b>IMM Building
<b>Address: </b>2 Jurong East Street 21, S(609601)
<b>Mon-Fri before 5/6pm: </b>1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Mon-Fri after 5/6pm: </b>1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Sat: </b>\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Sun/ Public Holiday: </b>\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","(0.02329197039190796, 1.8107267251039232)"
Institute Of Mental Health (IMH),"10 Buangkok View, S(539747)",Free Parking,Free Parking,Free Parking,Free Parking,"<b>Carpark: </b>Institute Of Mental Health (IMH)
<b>Address: </b>10 Buangkok View, S(539747)
<b>Mon-Fri before 5/6pm: </b>Free Parking
<b>Mon-Fri after 5/6pm: </b>Free Parking
<b>Sat: </b>Free Parking
<b>Sun/ Public Holiday: </b>Free Parking","(0.024123893797175819, 1.8131305705733534)"
Inter-continental Singapore Hotel,"80 Middle Road,S(88966)","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","<b>Carpark: </b>Inter-continental Singapore Hotel
<b>Address: </b>80 Middle Road,S(88966)
<b>Mon-Fri before 5/6pm: </b>\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs
<b>Mon-Fri after 5/6pm: </b>\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri
<b>Sat: </b>\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day
<b>Sun/ Public Holiday: </b>\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","(0.022679324917872907, 1.8126233796380531)"
Grand Copthorne Waterfront Hotel,"392 Havelock Road, S(169663)","\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm",\$4.28/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.28/entry from 7am to 7am the following day,"<b>Carpark: </b>Grand Copthorne Waterfront Hotel
<b>Address: </b>392 Havelock Road, S(169663)
<b>Mon-Fri before 5/6pm: </b>\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$4.28/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$4.28/entry from 7am to 7am the following day","(0.022520566278452999, 1.8122661299387914)"
Chijmes (Valet Parking),"30 Victoria Street, S(187996)",Not Applicable,"\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Chijmes (Valet Parking)
<b>Address: </b>30 Victoria Street, S(187996)
<b>Mon-Fri before 5/6pm: </b>Not Applicable
<b>Mon-Fri after 5/6pm: </b>\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022608389501084104, 1.8125673458424176)"
Chinatown Point,"133 New Bridge Road, S(059413)",\$1.20/30min from 7.01am to 5pm,\$2.50/entry from 5.01pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Chinatown Point
<b>Address: </b>133 New Bridge Road, S(059413)
<b>Mon-Fri before 5/6pm: </b>\$1.20/30min from 7.01am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 5.01pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022433798980019355, 1.8124375299979836)"
Cineleisure Orchard,"8 Grange Road, S(239695)","\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day","<b>Carpark: </b>Cineleisure Orchard
<b>Address: </b>8 Grange Road, S(239695)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day
<b>Sat: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day
<b>Sun/ Public Holiday: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day","(0.022716013484079079, 1.8122871454483149)"
City Bayview Hotel,"30 Bencoolen Street, S(189621)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day",Charges same as weekdays,"\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day","<b>Carpark: </b>City Bayview Hotel
<b>Address: </b>30 Bencoolen Street, S(189621)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day","(0.022663653606519254, 1.8125296729105136)"
Clarke Quay,"3 River Valley Road, S(179019)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day",\$2.68/entry from 7am to 6.59am the following day,"<b>Carpark: </b>Clarke Quay
<b>Address: </b>3 River Valley Road, S(179019)
<b>Mon-Fri before 5/6pm: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm
<b>Mon-Fri after 5/6pm: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day
<b>Sat: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day
<b>Sun/ Public Holiday: </b>\$2.68/entry from 7am to 6.59am the following day","(0.022519747719033818, 1.8124364112419331)"
Clifford Centre,"24 Raffles Place, S(048621)",\$5.00/hr from 7am to 5pm \$2.50/30mins,\$3.00/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Clifford Centre
<b>Address: </b>24 Raffles Place, S(048621)
<b>Mon-Fri before 5/6pm: </b>\$5.00/hr from 7am to 5pm \$2.50/30mins
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 5pm to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022405833569414651, 1.8125645777502242)"
Compass One,"1 Sengkang Square, S(545078)","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Compass One
<b>Address: </b>1 Sengkang Square, S(545078)
<b>Mon-Fri before 5/6pm: </b>\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm
<b>Mon-Fri after 5/6pm: </b>\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.024298719937689586, 1.8133119259905988)"
Concorde Shopping Centre,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.85/entry from 7am to 7am the following day,"<b>Carpark: </b>Concorde Shopping Centre
<b>Address: </b>317 Outram Road, S(169075)
<b>Mon-Fri before 5/6pm: </b>\$1.93/hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.85/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.85/entry from 7am to 7am the following day","(0.022496702391590483, 1.8122484864053832)"
Conrad Centennial Singapore (Basement Car Park),"2 Temasek Boulevard, S(038982)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","<b>Carpark: </b>Conrad Centennial Singapore (Basement Car Park)
<b>Address: </b>2 Temasek Boulevard, S(038982)
<b>Mon-Fri before 5/6pm: </b>\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.20/entry from 6pm to 7am the following day
<b>Sat: </b>\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day
<b>Sun/ Public Holiday: </b>\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","(0.022575963028911301, 1.8126779944810063)"
Copthorne King's Hotel,"403 Havelock Road, S(169632)","\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 12midnight","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Copthorne King's Hotel
<b>Address: </b>403 Havelock Road, S(169632)
<b>Mon-Fri before 5/6pm: </b>\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 12midnight
<b>Mon-Fri after 5/6pm: </b>\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 12midnight to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022484464142875495, 1.8122915698579687)"
CPF Building Robinson Road,"79 Robinson Road, S(068897)","\$1.50/30min for the 1st 2hr, \$2.00/30min thereafter from 6am to 6pm","Car Park closed after 5pm, vehicle remaining from 5pm onward will be charged an additional flat rate of \$5.00",Closed,Closed,"<b>Carpark: </b>CPF Building Robinson Road
<b>Address: </b>79 Robinson Road, S(068897)
<b>Mon-Fri before 5/6pm: </b>\$1.50/30min for the 1st 2hr, \$2.00/30min thereafter from 6am to 6pm
<b>Mon-Fri after 5/6pm: </b>Car Park closed after 5pm, vehicle remaining from 5pm onward will be charged an additional flat rate of \$5.00
<b>Sat: </b>Closed
<b>Sun/ Public Holiday: </b>Closed","(0.02229619722179212, 1.8124916107701861)"
Grand Park Orchard,"270 Orchard Road, S(238857)","\$3.50 for 1st hr, \$1.50/subsequent 30min from 8am to 5pm daily including Public Holidays",\$5.00/entry from 5pm to 8am the following day daily including Public Holidays,Same Charges as Weekdays,Same Charges as Weekdays,"<b>Carpark: </b>Grand Park Orchard
<b>Address: </b>270 Orchard Road, S(238857)
<b>Mon-Fri before 5/6pm: </b>\$3.50 for 1st hr, \$1.50/subsequent 30min from 8am to 5pm daily including Public Holidays
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 5pm to 8am the following day daily including Public Holidays
<b>Sat: </b>Same Charges as Weekdays
<b>Sun/ Public Holiday: </b>Same Charges as Weekdays","(0.022745897011531728, 1.8122848276510681)"
OUE Downtown 1,"6 Shenton Way, S(068809)",\$2.57/30min from 7am to 5.59pm,\$2.57/entry from 6pm to 6.59am the following day,"\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm",\$2.57/entry from 12midnight to 7am the following day,"<b>Carpark: </b>OUE Downtown 1
<b>Address: </b>6 Shenton Way, S(068809)
<b>Mon-Fri before 5/6pm: </b>\$2.57/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.57/entry from 6pm to 6.59am the following day
<b>Sat: </b>\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm
<b>Sun/ Public Holiday: </b>\$2.57/entry from 12midnight to 7am the following day","(0.022283376033106969, 1.8124941362616138)"
OUE Downtown 2,"6 Shenton Way, S(068809)",\$2.57/30min from 7am to 5.59pm,\$2.57/entry from 6pm to 6.59am the following day,"\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm",\$2.57/entry from 12midnight to 7am the following day,"<b>Carpark: </b>OUE Downtown 2
<b>Address: </b>6 Shenton Way, S(068809)
<b>Mon-Fri before 5/6pm: </b>\$2.57/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.57/entry from 6pm to 6.59am the following day
<b>Sat: </b>\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm
<b>Sun/ Public Holiday: </b>\$2.57/entry from 12midnight to 7am the following day","(0.022283376033106969, 1.8124941362616138)"
Delfi Orchard,"402 Orchard Road, S(238876)","\$3.64 for 1st hr, \$2.35 for next subsequent 30min from 8am to 6pm",\$5.35/entry from 6pm to 11pm,Charges same as weekdays,\$5.35/entry from 8am to 11pm,"<b>Carpark: </b>Delfi Orchard
<b>Address: </b>402 Orchard Road, S(238876)
<b>Mon-Fri before 5/6pm: </b>\$3.64 for 1st hr, \$2.35 for next subsequent 30min from 8am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.35/entry from 6pm to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$5.35/entry from 8am to 11pm","(0.02281413414929695, 1.8121509486801353)"
Parkway East Hospital,"321 Joo Chiat Place, S(427990)","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Parkway East Hospital
<b>Address: </b>321 Joo Chiat Place, S(427990)
<b>Mon-Fri before 5/6pm: </b>\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022954367864036193, 1.8135546506750029)"
Eastgate ,"46 East Coast Road, S(428766)","\$1.20 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm",\$2.50/entry from 6pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Eastgate 
<b>Address: </b>46 East Coast Road, S(428766)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 6pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022765645412018046, 1.8134555857866599)"
Eastpoint Mall,"3 Simei Street 6, S(528833)","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 5pm","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Eastpoint Mall
<b>Address: </b>3 Simei Street 6, S(528833)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023435033285364681, 1.8143223128025416)"
Elias Mall,"625 Elias Road, S(510625)",\$0.60/30min from 8am to 5pm,\$1.10/entry from 5pm to 8am the following day,Charges same as weekdays,\$1.10/entry from 8am to 8am the following day,"<b>Carpark: </b>Elias Mall
<b>Address: </b>625 Elias Road, S(510625)
<b>Mon-Fri before 5/6pm: </b>\$0.60/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.10/entry from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$1.10/entry from 8am to 8am the following day","(0.024060088050381408, 1.814129333492478)"
Elizabeth Hotel,"24 Mount Elizabeth, S(228518)","\$4.00 for 1st hr, \$2,00 for next subsequent 30min from 7am to 6pm",\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$5.00/entry from 7am to 7am the following day,"<b>Carpark: </b>Elizabeth Hotel
<b>Address: </b>24 Mount Elizabeth, S(228518)
<b>Mon-Fri before 5/6pm: </b>\$4.00 for 1st hr, \$2,00 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$5.00/entry from 7am to 7am the following day","(0.022827213646711395, 1.8122715299874972)"
Esplanade Mall,"8 Raffles Avenue, S(039802)",\$2.20/hr from 6am to 6pm everyday inclusive of Public Holidays,"\$6.50/entry from 6pm to 10pm, \$2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays",Charges same as Weekdays,Charges same as Weekdays,"<b>Carpark: </b>Esplanade Mall
<b>Address: </b>8 Raffles Avenue, S(039802)
<b>Mon-Fri before 5/6pm: </b>\$2.20/hr from 6am to 6pm everyday inclusive of Public Holidays
<b>Mon-Fri after 5/6pm: </b>\$6.50/entry from 6pm to 10pm, \$2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays
<b>Sat: </b>Charges same as Weekdays
<b>Sun/ Public Holiday: </b>Charges same as Weekdays","(0.022503245630956206, 1.8126421750887678)"
Euro-Asia Centre,"15 Hoe Chiang Road, S(089316)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm",\$2.00/entry from 5pm to 8am the following day,\$2.00/entry from 8am to 1pm only,\$2.00/entry from 8am to 1pm only,"<b>Carpark: </b>Euro-Asia Centre
<b>Address: </b>15 Hoe Chiang Road, S(089316)
<b>Mon-Fri before 5/6pm: </b>\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 5pm to 8am the following day
<b>Sat: </b>\$2.00/entry from 8am to 1pm only
<b>Sun/ Public Holiday: </b>\$2.00/entry from 8am to 1pm only","(0.022232072079744595, 1.8123875123522801)"
